Order No,Supplier Reference,Supplier Name,Order Reference,Status,Total,Carriage Total,Created At,Created By,Direct Delivery,Expected Delivery Date,Nett Goods Total,Order Date,Warehouse - Name,Weight Total
774,ARTSS001,All Artists Supplies Ltd,aa,[RECEIVED],0.96,0.00,2022-11-04T12:13:04.188928,karen,FALSE,,0.80,04/11/2022,Stourport Pick,0.00
775,INPET001,International Pet Supplies,aa,[RECEIVED],1.20,0.00,2022-11-04T12:41:49.915330,karen,FALSE,04/11/2022,1.00,04/11/2022,Stourport Pick,0.00
776,INPET001,International Pet Supplies,aa,[RECEIVED],1.20,0.00,2022-11-04T12:47:16.273327,karen,FALSE,,1.00,04/11/2022,Stourport Pick,0.00
777,ARTSS001,All Artists Supplies Ltd,aa,"[ASSIGNED, RECEIVED, INVOICED]",24.00,0.00,2022-11-08T17:12:15.894745,karen,FALSE,,20.00,08/11/2022,Stourport Pick,0.00
778,BOWYE001,Bowyers Kitchens,ww,[RECEIVED],0.58,0.00,2022-11-09T11:26:21.087453,karen,FALSE,,0.48,09/11/2022,Stourport Pick,0.00
779,INPET001,International Pet Supplies,aa,"[ASSIGNED, RECEIVED, INVOICED]",6.00,0.00,2022-11-09T12:01:10.558434,karen,FALSE,,5.00,09/11/2022,Stourport Pick,0.00
781,STATI001,All Stationery Supplies Ltd,256,[RECEIVED],27.00,15.00,2022-11-09T15:57:09.273817,karen,FALSE,,10.00,09/11/2022,Stourport Pick,0.00
782,HOOSU001,Hoo Supplies China PTY,aa,[RECEIVED],381.19,0.00,2022-11-21T09:43:31.157679,karen,FALSE,,321.68,21/11/2022,Stourport Pick,0.00
783,HOOSU001,Hoo Supplies China PTY,aa,"[RECEIVED, INVOICED]",8086.65,0.00,2022-11-21T09:51:45.223155,karen,FALSE,,6824.18,21/11/2022,Stourport Pick,180.00
785,BAKER001,The Village Bakery,aa,[],0.00,0.00,2022-11-21T09:58:40.855598,karen,FALSE,,0.00,21/11/2022,Stourport Pick,0.00
786,ARTSS001,All Artists Supplies Ltd,aa,"[RECEIVED, INVOICED]",1129.20,0.00,2022-11-21T15:56:47.916347,karen,FALSE,,941.00,21/11/2022,Stourport Pick,80.00
788,BAKER001,The Village Bakery,cc,"[RECEIVED, INVOICED]",1.73,0.00,2022-11-21T16:05:18.692088,karen,FALSE,,1.44,21/11/2022,Stourport Pick,0.00
789,ANOTH001,an other,test,"[RECEIVED, INVOICED]",11.03,0.00,2022-12-07T15:24:10.654901,karen,FALSE,07/12/2022,8.75,07/12/2022,Stourport Pick,0.00
790,PERMI001,Permissions test,hh,"[RECEIVED, INVOICED]",92.40,0.00,2022-12-07T15:28:13.640765,karen,FALSE,07/12/2022,77.00,07/12/2022,Stourport Pick,5.00
791,BOWYE001,Bowyers Kitchens,Black Berry,[AWAITING_DELIVERY],39.00,0.00,2023-03-06T12:26:34.745987,manager,FALSE,,32.50,06/03/2023,Stourport Pick,26.00
793,AAAXX001,Axles Supplies Ltd,jo,[RECEIVED],10.96,10.00,2023-03-07T12:44:15.701671,manager,FALSE,,0.80,07/03/2023,Stourport Pick,0.00
794,BELLS001,Bells Catering,Marix,[AWAITING_DELIVERY],9.00,0.00,2023-03-13T09:58:49.866724,manager,FALSE,,7.50,13/03/2023,Stourport Pick,0.00
795,BELLS001,Bells Catering,matix,[AWAITING_DELIVERY],18.00,0.00,2023-03-13T10:25:48.251217,manager,FALSE,,15.00,13/03/2023,Stourport Pick,0.00
796,ABCDE002,Brian Badonde,,[RECEIVED],834.00,0.00,2023-03-13T12:28:34.843400,manager,FALSE,,695.00,13/03/2023,Stourport Pick,100.00
797,BSODA001,Soda House,Shortage,[RECEIVED],90.00,0.00,2023-03-13T12:45:29.310829,manager,FALSE,,75.00,13/03/2023,Stourport Pick,10.00
798,BSODA001,Soda House,back to back,[RECEIVED],240.00,0.00,2023-03-13T12:53:46.399563,manager,FALSE,,200.00,13/03/2023,Stourport Pick,40.00
803,BSODA001,Soda House,shortage,[RECEIVED],60.00,0.00,2023-03-13T14:36:53.015508,manager,TRUE,,50.00,13/03/2023,Stourport Pick,10.00
805,BSODA001,Soda House,123,"[ASSIGNED, AWAITING_DELIVERY]",288.00,0.00,2023-03-13T14:48:47.423610,manager,FALSE,,240.00,13/03/2023,Stourport Pick,20.00
806,BSODA001,Soda House,second order,"[ASSIGNED, AWAITING_DELIVERY]",201.60,0.00,2023-03-13T14:54:49.105138,manager,FALSE,,168.00,13/03/2023,Stourport Pick,14.00
808,BSODA001,Soda House,back to back,"[ASSIGNED, AWAITING_DELIVERY]",86.40,0.00,2023-03-13T15:02:51.645346,manager,FALSE,,72.00,13/03/2023,Stourport Pick,16.00
809,BSODA001,Soda House,po for 2,"[ASSIGNED, AWAITING_DELIVERY]",15.60,0.00,2023-03-13T15:23:39.309772,manager,FALSE,,13.00,13/03/2023,Stourport Pick,4.00
810,GIFTS001,Gifts for Everyone ,shortage of 3,"[ASSIGNED, AWAITING_DELIVERY]",15.12,0.00,2023-03-14T15:53:34.498249,manager,FALSE,,12.60,14/03/2023,Stourport Pick,6.00
811,GIFTS001,Gifts for Everyone ,,"[ASSIGNED, AWAITING_DELIVERY]",109.20,0.00,2023-03-15T09:13:21.825113,manager,FALSE,,91.00,15/03/2023,Stourport Pick,28.00
812,HARRY001,Harry's Arts and Crafts suppliers,,"[ASSIGNED, AWAITING_DELIVERY]",23.65,0.00,2023-03-15T09:55:41.240130,manager,FALSE,,19.71,15/03/2023,Stourport Pick,0.00
813,ABCDE002,Brian Badonde,,[AWAITING_DELIVERY],19.20,0.00,2023-03-16T10:51:50.066333,manager,FALSE,,16.00,16/03/2023,Stourport Pick,1.00
814,ABCDE003,Goods ,234,[RECEIVED],240.00,0.00,2023-03-16T10:55:32.136868,manager,FALSE,,200.00,16/03/2023,Stourport Pick,20.00
815,ABCDE002,Brian Badonde,Test,[AWAITING_DELIVERY],1.44,0.00,2023-03-16T16:44:09.796027,manager,FALSE,,1.20,16/03/2023,Stourport Pick,1.40
816,BSODA001,Soda House,Component Shortage,"[ASSIGNED, RECEIVED]",188.40,0.00,2023-03-27T14:17:02.282402,manager,FALSE,,157.00,27/03/2023,Stourport Pick,24.00
817,BSODA001,Soda House,purchase order ,"[ASSIGNED, RECEIVED]",188.40,0.00,2023-03-27T14:31:32.812389,manager,FALSE,,157.00,27/03/2023,Stourport Pick,24.00
818,ABCDE002,Brian Badonde,Supplier 1,"[ASSIGNED, RECEIVED]",68.40,0.00,2023-03-27T15:57:10.239,manager,FALSE,,57.00,27/03/2023,Stourport Pick,8.00
819,BSODA001,Soda House,Supplier 2,"[ASSIGNED, RECEIVED]",25.80,0.00,2023-03-27T15:57:39.495855,manager,FALSE,,21.50,27/03/2023,Stourport Pick,4.00
820,BAKER001,The Village Bakery,Supplier 1,"[ASSIGNED, AWAITING_DELIVERY]",45.60,0.00,2023-03-28T10:42:45.741503,manager,FALSE,,38.00,28/03/2023,Stourport Pick,4.00
821,BSODA001,Soda House,Supplier 2,"[ASSIGNED, AWAITING_DELIVERY]",36.60,0.00,2023-03-28T10:43:12.587287,manager,FALSE,,30.50,28/03/2023,Stourport Pick,6.00
822,BSODA001,Soda House,Shortages,"[ASSIGNED, AWAITING_DELIVERY]",243.60,0.00,2023-03-28T12:59:38.252109,manager,FALSE,,203.00,28/03/2023,Stourport Pick,40.00
823,BSODA001,Soda House,deb,"[ASSIGNED, AWAITING_DELIVERY]",486.00,0.00,2023-03-28T13:04:56.324587,manager,FALSE,,405.00,28/03/2023,Stourport Pick,80.00
824,BSODA001,Soda House,test notes,"[ASSIGNED, AWAITING_DELIVERY]",972.00,0.00,2023-03-28T14:07:09.481263,manager,FALSE,,810.00,28/03/2023,Stourport Pick,160.00
825,BSODA001,Soda House,deb,"[ASSIGNED, AWAITING_DELIVERY]",1215.00,0.00,2023-03-28T15:41:35.093327,manager,FALSE,,1215.00,28/03/2023,Stourport Pick,240.00
834,ABCDE003,Goods ,,[AWAITING_DELIVERY],0.00,0.00,2023-04-03T14:09:22.541797,manager,FALSE,,0.00,03/04/2023,Stourport Pick,0.00
835,ADDER001,Adder Direct Marketing,mjw,"[ASSIGNED, AWAITING_DELIVERY]",98.40,0.00,2023-04-05T15:45:08.633809,manager,FALSE,,82.00,05/04/2023,Stourport Pick,8.00
836,BAKER001,The Village Bakery,,[RECEIVED],1200.00,0.00,2023-04-11T10:10:43.003057,manager,FALSE,,1000.00,11/04/2023,Stourport Pick,200.00
837,BAKER001,The Village Bakery,Betty,[RECEIVED],2232.00,0.00,2023-04-11T10:24:35.499638,manager,FALSE,,1860.00,11/04/2023,Stourport Pick,280.00
838,CHINA001,China Steel Industries pty,123,[AWAITING_DELIVERY],237.00,0.00,2023-04-12T09:16:03.874217,manager,FALSE,,200.00,12/04/2023,Stourport Pick,130.00
840,AAAXX001,Axles Supplies Ltd,,[AWAITING_DELIVERY],11.08,10.00,2023-05-04T15:30:26.936464,default,FALSE,,0.90,04/05/2023,Stourport Pick,2.00
,,,,,,,,,,,1424653.29,,,
